WL,1ED9,1FA2,1NLS,1M8U,193L,3EST,1ELP,1BA7,2GIF,1DOT,1A49,1HZX,2CGA,2NOP,1BLF,1QFE,1DGF,1RH5,3PMG,1CBJ,3PGK,7TIM,2DHQ,1ADO,3RN3,1PPN,1B8E,2WJN,1UBI,1LES,1NEK,1LIN,2BB2,1OVA,1XL4,1YMB,1T5S,3DNI,1FCP,2OAR,5CHA,1UNE,1IGT,1L7V,1HDA,1AIR,1FEP,3JQO,2A65,1CF3,2PSG,1A6M,1HRC,2J58,1AX8,1RHS,1J95,1BE3,1NKZ,1HNN,1AOS,1BN6,2VDF,1OFS,1HC9,1HA4,1KCW,1HK0,1K6J,1THW,2NR9,1GPB,1NQH,1PCR,4GCR,2CTS,1HA7,1N5U,1KPK,2CFQ,2DYR,1QHJ
206,-3.020194458,-3.801624829,0.685261748,-1.466070589,-4.299943131,-2.438468246,-1.329566994,-4.308190085,-4.248886653,-3.499954339,-3.39654833,-4.882188562,-3.172305013,-4.830714445,-3.532041612,-3.347247742,-3.929629884,-5.543210868,-3.269383209,-2.431071613,-3.676977719,-3.455119886,-3.55113832,-4.079318711,-3.029424539,-3.146054486,-1.625416315,-4.749074051,-2.73189535,0.504234362,-4.649527653,-5.377283448,-1.474113683,-2.755151225,-2.810197686,-4.919451334,-4.134681593,-3.174171615,1.158675008,-4.550336744,-3.277905636,-4.227971934,-0.632317841,-4.276233028,-5.689262684,-1.92536245,0.741105441,-3.520394356,-4.748156898,-3.95459169,-1.931095881,-5.363851439,-3.445330567,-3.105314705,-5.96409697,-3.041928991,-4.784045342,-4.143118918,-5.836236628,-3.087152002,0.305745793,-3.071885126,0.952618663,0.625407317,-1.337138089,-1.83395845,-1.760130031,-0.491066141,-2.785271118,-1.594717136,-5.056020684,-4.714212193,0.67629969,-4.477215351,-1.219044035,-4.701554666,-5.38819689,-5.557350093,-5.038576367,-4.543962117,-4.540180966,-5.544939722
207,-3.361331309,-4.104174509,0.306232417,-1.589753331,-4.472187493,-2.424919677,-1.474128327,-3.887992188,-4.796393606,-3.757976586,-3.865654642,-5.506362685,-3.0530384,-5.477418819,-3.848966962,-4.012542639,-4.205184911,-6.095277261,-3.703335181,-2.47190885,-4.202693882,-4.002672669,-3.968607093,-4.696866959,-3.183072167,-3.362116213,-1.861054396,-5.165087223,-2.786946637,0.127840699,-5.140639716,-5.945910612,-1.589045951,-3.177331073,-3.174542356,-5.866465256,-4.620074447,-3.551960974,0.537755426,-5.136179113,-3.212926497,-4.62451635,-0.863988726,-4.948700716,-6.37388262,-2.172399574,0.245840763,-3.475229571,-5.679620187,-4.27498623,-2.078115453,-6.299139803,-3.878851532,-3.323580169,-6.518551645,-3.402358819,-5.327900387,-4.694050089,-6.607998865,-3.470629247,-0.092505226,-3.45658604,0.461258377,0.248766522,-1.515175494,-1.896810427,-1.89083023,-0.743568383,-3.210319981,-1.851684745,-5.737603123,-5.206094413,-0.019539122,-5.014889159,-1.325942328,-5.483094377,-6.299458705,-6.327861264,-5.730566048,-5.498257335,-5.189883275,-6.271003347
208,-3.562403695,-4.277806255,-0.03566052,-1.683097056,-4.495898192,-2.378392707,-1.579679789,-3.469510431,-5.106625436,-3.9474259,-4.143748014,-5.854333494,-2.895157251,-5.843235083,-4.028380881,-4.47142953,-4.3440329,-6.342911151,-4.002990839,-2.474592505,-4.498705577,-4.387981553,-4.242511054,-5.048605314,-3.254407573,-3.45896153,-2.029726168,-5.348515555,-2.782821593,-0.203916643,-5.401902356,-6.206791138,-1.67471083,-3.437770187,-3.418652024,-6.469461704,-4.888571853,-3.805415735,-0.027595784,-5.45234115,-3.10264459,-4.872263701,-1.053832766,-5.375195464,-6.737939199,-2.392780881,-0.191994317,-3.366865988,-6.268204305,-4.469098774,-2.169154117,-6.879306202,-4.122946006,-3.420579891,-6.738611995,-3.61445603,-5.59462496,-5.008795708,-7.028466938,-3.698259837,-0.473758026,-3.783221277,0.00560719,-0.088308839,-1.66135451,-1.938913798,-1.980269762,-0.930350139,-3.474537284,-2.043348609,-6.132043982,-5.489307815,-0.617578536,-5.311708265,-1.38267731,-6.041373452,-6.859324922,-6.777932177,-6.137234882,-6.112479571,-5.580372635,-6.67876632
209,-3.659581384,-4.332360423,-0.356911383,-1.774308614,-4.390764135,-2.316951775,-1.679985894,-3.090542368,-5.201904357,-4.024444238,-4.266147182,-6.007068725,-2.751093048,-6.027665052,-4.05769971,-4.728684312,-4.354357344,-6.411564915,-4.161385802,-2.445869928,-4.645022408,-4.57777071,-4.35889287,-5.195631652,-3.253892421,-3.48861949,-2.166728745,-5.374518181,-2.689982545,-0.513063588,-5.462914453,-6.286414342,-1.764411517,-3.572525436,-3.557892997,-6.734430149,-4.951068655,-3.962287665,-0.529874267,-5.606840417,-2.98132452,-4.930188552,-1.228708876,-5.585130821,-6.840406637,-2.579802106,-0.586572368,-3.247186824,-6.54406187,-4.509353696,-2.217202113,-7.119799438,-4.210596939,-3.475820038,-6.798891308,-3.721265663,-5.691647399,-5.143966799,-7.209159916,-3.803870146,-0.817091062,-3.892359743,-0.406003187,-0.402374463,-1.774440335,-2.005126167,-2.040619608,-1.084960511,-3.622799004,-2.169298799,-6.290486405,-5.568366544,-1.166240052,-5.423263804,-1.450094132,-6.32162861,-7.098877132,-6.954763535,-6.291382562,-6.416326161,-5.767789477,-6.81869658
210,-3.666163251,-4.287734227,-0.639686636,-1.855763869,-4.215611688,-2.232814028,-1.774425764,-2.738693615,-5.175433938,-3.988334257,-4.284917695,-6.008633987,-2.592611954,-6.07078598,-3.98698977,-4.856379268,-4.290268227,-6.329384871,-4.199447176,-2.391256963,-4.697966894,-4.667595539,-4.391835214,-5.241084952,-3.200581826,-3.429382704,-2.271312596,-5.297770861,-2.539672616,-0.78310501,-5.387485759,-6.207601923,-1.850337006,-3.629343538,-3.619347955,-6.767156975,-4.902295371,-4.029413371,-0.963030243,-5.629496156,-2.838831183,-4.87728074,-1.377487505,-5.634594472,-6.793990043,-2.754713852,-0.933352227,-3.10416608,-6.597593817,-4.452134333,-2.235909311,-7.134029794,-4.190932083,-3.451926543,-6.740559253,-3.72544055,-5.655823381,-5.152702241,-7.203886814,-3.815973834,-1.116295889,-3.898802421,-0.793511659,-0.67662968,-1.842014802,-2.093859645,-2.06862604,-1.250563637,-3.662045422,-2.234798995,-6.283681129,-5.531110589,-1.67598207,-5.397680445,-1.53777212,-6.406204149,-7.116377881,-6.937327877,-6.263283084,-6.499648578,-5.79546326,-6.773457877
211,-3.633035312,-4.204727963,-0.881824413,-1.940965237,-4.038562297,-2.154609633,-1.873775875,-2.415334264,-5.089590539,-3.918785445,-4.274207212,-5.916768619,-2.44565242,-6.003428009,-3.91616065,-4.901171868,-4.200004272,-6.180979904,-4.192666033,-2.327423129,-4.700302665,-4.723121782,-4.410800463,-5.203871007,-3.130711798,-3.332805355,-2.35593409,-5.180841273,-2.404123678,-1.009959858,-5.263433391,-6.070916741,-1.9471736,-3.656126957,-3.602236351,-6.681737497,-4.809728097,-4.025267135,-1.314171798,-5.568691092,-2.698389783,-4.797235557,-1.510053367,-5.573899478,-6.700687042,-2.930979987,-1.216839056,-2.967945628,-6.506255382,-4.381092787,-2.256239099,-7.048024205,-4.131289723,-3.429931432,-6.594354904,-3.684886762,-5.553758824,-5.098151583,-7.083871179,-3.806643059,-1.355295441,-3.928667437,-1.131674228,-0.909640828,-1.877703523,-2.207954574,-2.082132826,-1.419840348,-3.641398033,-2.261906278,-6.179533205,-5.435982964,-2.083376869,-5.306184453,-1.641749407,-6.332040376,-7.020016202,-6.822388807,-6.14274066,-6.429109644,-5.730923059,-6.638212471
212,-3.591081312,-4.130278932,-1.101248425,-2.034904783,-3.904995073,-2.08523853,-1.976203454,-2.121142323,-5.002684013,-3.88624401,-4.249658582,-5.821283545,-2.31560178,-5.921958949,-3.862074945,-4.935220345,-4.105497447,-6.052695447,-4.174203161,-2.253354657,-4.686953834,-4.751835064,-4.441970964,-5.17146736,-3.057250249,-3.239523548,-2.436645926,-5.092991466,-2.316161875,-1.211979592,-5.143693645,-5.958006123,-2.05926721,-3.663690172,-3.557932426,-6.585061266,-4.747641188,-3.998976583,-1.618773242,-5.497870538,-2.565580251,-4.695074706,-1.631965424,-5.508222387,-6.635576403,-3.07558482,-1.46437744,-2.834365893,-6.393143742,-4.331594683,-2.283110153,-6.96242616,-4.054087981,-3.378068,-6.473533094,-3.652455356,-5.4532137,-5.035887924,-6.958036742,-3.78739909,-1.592651725,-3.961428976,-1.391120672,-1.1195174,-1.887335564,-2.327680795,-2.093172969,-1.592846266,-3.625161781,-2.26579274,-6.077718249,-5.350061973,-2.423960831,-5.215158905,-1.755109765,-6.197962462,-6.912913848,-6.704388164,-6.030308813,-6.327478126,-5.654169813,-6.516557885
213,-3.583192867,-4.103515563,-1.287715979,-2.118928392,-3.800923266,-2.017602332,-2.066775597,-1.866290773,-4.966919011,-3.851186512,-4.258188447,-5.782832466,-2.206640401,-5.896036149,-3.828422125,-4.991635645,-4.022935128,-6.009652225,-4.155334758,-2.158930189,-4.732586167,-4.807439846,-4.484722529,-5.163124721,-3.000840195,-3.182299074,-2.508898128,-5.06066334,-2.21696925,-1.383160889,-5.078320183,-5.924848795,-2.165657536,-3.706100647,-3.52847573,-6.533986833,-4.717720629,-3.977158981,-1.858685507,-5.485509989,-2.455290417,-4.619374692,-1.738151426,-5.470562761,-6.642654245,-3.20779678,-1.669097254,-2.743140363,-6.326852345,-4.317766647,-2.292410045,-6.936888503,-4.019765646,-3.349036068,-6.431345383,-3.628522976,-5.421454078,-5.014412663,-6.895313035,-3.791911623,-1.754973456,-3.979388053,-1.601667123,-1.297455295,-1.887024769,-2.451592197,-2.100911421,-1.747556885,-3.632140744,-2.264198279,-6.019847308,-5.258656132,-2.701255535,-5.166972016,-1.855358326,-6.161946146,-6.864762905,-6.640108873,-5.975226189,-6.257990461,-5.627036595,-6.453253637
214,-3.585552576,-4.097459845,-1.44190253,-2.180568597,-3.743785701,-1.959534541,-2.133365167,-1.616306167,-4.958305346,-3.880221792,-4.282563075,-5.734793177,-2.102845222,-5.829120807,-3.823419609,-5.078714183,-3.955533697,-5.929961285,-4.17819047,-2.06789284,-4.719269314,-4.872291894,-4.556508357,-5.162133081,-2.965195355,-3.133349342,-2.56125435,-5.01412326,-2.176244295,-1.519942901,-5.035657628,-5.867598617,-2.245422235,-3.763712822,-3.516722186,-6.540962387,-4.714675786,-3.969021499,-2.062678011,-5.445185311,-2.349624179,-4.565238833,-1.82208352,-5.467354803,-6.708341709,-3.327762535,-1.837773309,-2.647250293,-6.30741177,-4.36702091,-2.302379761,-6.964215805,-4.015722735,-3.324186839,-6.315400967,-3.596925493,-5.36932512,-5.004338697,-6.824600292,-3.816799142,-1.917902009,-4.081687171,-1.78870387,-1.443109254,-1.877457897,-2.551152734,-2.105641508,-1.861202898,-3.652530098,-2.237976392,-5.986112785,-5.249807805,-2.92078385,-5.125171567,-1.919214445,-6.134442452,-6.867802376,-6.629231069,-5.958256829,-6.240311035,-5.607298576,-6.436143793
215,-3.602303943,-4.113651693,-1.587605612,-2.240496729,-3.689526953,-1.896301652,-2.202805485,-1.401947332,-4.97568918,-3.895493869,-4.320159752,-5.743781152,-2.013098108,-5.833459049,-3.801127991,-5.180150132,-3.917379683,-5.925482817,-4.220244173,-1.970450042,-4.753082534,-4.938634599,-4.641845838,-5.199978684,-2.928000786,-3.115868213,-2.624333614,-5.014106678,-2.115903823,-1.648836788,-5.030705417,-5.875279203,-2.32533406,-3.832659108,-3.512585561,-6.586104429,-4.748161984,-3.973685115,-2.218252255,-5.479836038,-2.258500182,-4.515699645,-1.90086844,-5.498754566,-6.814275131,-3.435896458,-1.990332022,-2.564657124,-6.343270598,-4.414297611,-2.300101917,-7.030148571,-4.045408676,-3.314653471,-6.314671613,-3.594874406,-5.386849986,-5.04179167,-6.852068817,-3.848527401,-2.060560263,-4.187972627,-1.961531891,-1.578768042,-1.857680754,-2.651818421,-2.111217239,-1.972415838,-3.701627354,-2.216950383,-6.00322902,-5.264227308,-3.139101952,-5.1266776,-1.99743345,-6.114702627,-6.922300603,-6.672246187,-5.977886703,-6.274250113,-5.628503288,-6.464750363
216,-3.610396868,-4.144938831,-1.688368038,-2.260523194,-3.681673422,-1.832685214,-2.236174872,-1.197207305,-5.01912914,-3.877614187,-4.362257261,-5.779321026,-1.934100688,-5.859524266,-3.773216808,-5.283569776,-3.901787099,-5.944085537,-4.273082332,-1.856699763,-4.779364632,-4.985587568,-4.729642006,-5.269732937,-2.880430343,-3.087161019,-2.6570963,-5.064263831,-2.081067692,-1.735615028,-5.037516133,-5.908730822,-2.36332678,-3.919899553,-3.517757213,-6.684999176,-4.803152819,-3.97757504,-2.320050638,-5.526228704,-2.166136693,-4.537036587,-1.941967428,-5.557111758,-6.953307088,-3.504956059,-2.097550357,-2.479259399,-6.413759693,-4.451160403,-2.294554595,-7.152949533,-4.100958614,-3.293111453,-6.342078367,-3.584680597,-5.430710259,-5.100530123,-6.911814377,-3.888283699,-2.150737382,-4.291391631,-2.073694945,-1.67090921,-1.809759533,-2.691271518,-2.102250833,-2.090058334,-3.736194951,-2.169651601,-6.060285171,-5.311952245,-3.305482564,-5.159084118,-2.024288031,-6.126960105,-7.023626727,-6.75597106,-6.038080947,-6.353473706,-5.67253702,-6.53045447
217,-3.600415094,-4.163970842,-1.749415448,-2.246497214,-3.673651778,-1.761753604,-2.243218312,-1.006818629,-5.074779025,-3.838141137,-4.393306432,-5.83849457,-1.846800966,-5.905293286,-3.743277559,-5.368592346,-3.890981442,-6.021864065,-4.303969873,-1.73041438,-4.80396852,-5.051203465,-4.808227489,-5.325109481,-2.828641072,-3.070801076,-2.667933783,-5.109979603,-2.074975237,-1.782429678,-5.085971819,-6.003855663,-2.365006746,-3.996247601,-3.50170327,-6.811075087,-4.853877618,-3.975277131,-2.372322284,-5.604260246,-2.073733482,-4.587047296,-1.957023935,-5.626275604,-7.095474601,-3.535352679,-2.153715083,-2.403549049,-6.519333615,-4.472439052,-2.280017846,-7.299405671,-4.191235185,-3.255439742,-6.394132277,-3.575659426,-5.519866214,-5.171284968,-6.989248153,-3.908043847,-2.233945077,-4.393794976,-2.134733624,-1.72464688,-1.737221661,-2.726067348,-2.076778212,-2.15542834,-3.769708115,-2.097182903,-6.127795553,-5.341667398,-3.376937634,-5.206143883,-2.053984411,-6.161618076,-7.147916244,-6.850622748,-6.120796686,-6.46518612,-5.742530614,-6.612595462
218,-3.57393031,-4.172957832,-1.777529713,-2.186529833,-3.67307049,-1.673396219,-2.206070567,-0.816750418,-5.127551792,-3.817250673,-4.405074255,-5.91938726,-1.74495013,-5.980800518,-3.702274789,-5.442123491,-3.89010799,-6.106800837,-4.330399304,-1.591397332,-4.832193021,-5.076163792,-4.862490523,-5.387389878,-2.763430989,-3.056957365,-2.643131529,-5.210580826,-2.060995912,-1.796743829,-5.133909823,-6.09795932,-2.315734406,-4.037400798,-3.472254017,-6.958235815,-4.926087459,-3.948559463,-2.385678245,-5.692767671,-1.969392275,-4.677432821,-1.932868903,-5.743616917,-7.246450318,-3.508451214,-2.17636106,-2.30583322,-6.646137116,-4.432173234,-2.246227168,-7.465900165,-4.268239182,-3.204557999,-6.484523667,-3.546663441,-5.610613638,-5.253743612,-7.078073884,-3.911103493,-2.310625539,-4.474717628,-2.142051866,-1.747169802,-1.641482988,-2.698046391,-2.027406032,-2.183109693,-3.795969832,-2.008864525,-6.22231785,-5.367230518,-3.380270743,-5.278484262,-2.021233457,-6.240108414,-7.288551865,-6.958705642,-6.231874844,-6.577783287,-5.828140042,-6.716840236
219,-3.541932126,-4.18298818,-1.784735088,-2.10611424,-3.652002149,-1.563957692,-2.141629525,-0.638099,-5.169076571,-3.797211696,-4.411048882,-6.031987638,-1.627608812,-6.125084076,-3.64255309,-5.500763462,-3.897541482,-6.224112748,-4.330900327,-1.442012892,-4.863760618,-5.094361377,-4.897658909,-5.44180032,-2.681434994,-3.052105094,-2.586858735,-5.321648903,-2.035231673,-1.791160292,-5.173841816,-6.198645491,-2.245473026,-4.048746013,-3.440905838,-7.090472598,-4.979916285,-3.900849092,-2.34510333,-5.808756023,-1.859192252,-4.743982536,-1.880045157,-5.845982539,-7.380776131,-3.455021641,-2.174571466,-2.200431788,-6.769261666,-4.381471906,-2.185184015,-7.625435099,-4.341234213,-3.141822492,-6.675963776,-3.520407145,-5.736723533,-5.336161136,-7.238263705,-3.905206345,-2.324131068,-4.505136757,-2.109884807,-1.748218692,-1.527037555,-2.623362785,-1.954844761,-2.189522895,-3.827115191,-1.897453774,-6.332228704,-5.38907837,-3.374456476,-5.350884929,-1.945633264,-6.366836572,-7.429145809,-7.067012685,-6.331122667,-6.671364708,-5.917981888,-6.819378831
220,-3.498956774,-4.146196581,-1.771426496,-1.988578402,-3.63470018,-1.451549827,-2.043529843,-0.469101257,-5.177827694,-3.776788551,-4.407916435,-6.070273293,-1.494713772,-6.15814982,-3.587198699,-5.546125393,-3.876119374,-6.265715469,-4.330494984,-1.297232499,-4.838222343,-5.081333906,-4.895257824,-5.468522829,-2.607724737,-3.031289463,-2.491198177,-5.339962883,-2.020578389,-1.762175456,-5.185922272,-6.250014302,-2.12712372,-4.049336164,-3.387919425,-7.21146957,-5.025828979,-3.8209237,-2.283728548,-5.836061793,-1.743009297,-4.785419232,-1.808949869,-5.910912102,-7.480097296,-3.389824657,-2.143786788,-2.087119466,-6.866613909,-4.308202461,-2.097281072,-7.755745395,-4.391574143,-3.071144213,-6.705487696,-3.457571047,-5.791234195,-5.364452246,-7.298273541,-3.892552523,-2.328429294,-4.533968674,-2.052940807,-1.730018481,-1.415418313,-2.524085314,-1.869906938,-2.115711934,-3.843378231,-1.770189951,-6.392064969,-5.42516331,-3.294653869,-5.364436443,-1.852983201,-6.433401494,-7.53823852,-7.145658008,-6.404856768,-6.755439823,-5.958406318,-6.884139849
