,1A0S,1A6M,1A49,1ADO,1AIR,1AX8,1B8E,1BA7,1BE3,1BGL,1BLF,1BN6,1CBJ,1CF3,1DGF,1DOT,1ED9,1ELP,1FA2,1FCP,1FEP,1GPB,1HA4,1HA7,1HC9,1HDA,1HK0,1HNN,1HRC,1HZX,1IGT,1J95,1K6J,1KCW,1KPK,1L7V,1LES,1LIN,1M8U,1N5U,1NEK,1NKZ,1NLS,1NQH,1OFS,1OVA,1PCR,1PPN,1QFE,1QHJ,1RH5,1RHS,1T5S,1THW,1UBI,1UNE,1XL4,1YMB,2A65,1BB2,2CFQ,2CGA,2CTS,2DHQ,2DYR,2GIF,2J58,2NOP,2NR9,2OAR,2PSG,2VDF,2WJN,3DNI,3EST,3JQO,3PGK,3PMG,3RN3,4GCR,5CHA,7TIM,193L
219,-2.49648,-8.27451,-4.78094,-5.71927,-3.79127,-6.65837,-2.81998,-0.513462,-6.45737,-2.68942,-3.52842,-4.05041,-1.85892,-4.89053,-4.05595,-4.26413,-3.46145,-2.22138,-3.94355,-2.6055,-1.34853,-5.8107,-3.20331,-8.28526,-1.28754,-7.48211,-2.25357,-3.2378,-4.19817,-5.37999,-0.542198,-5.97347,-3.68604,-2.07471,-6.83,-5.28178,-1.16692,-6.62837,-1.96056,-8.61892,-5.4535,-6.54191,-1.98744,-4.24489,-1.40948,-4.73569,-5.56572,-2.92838,-5.84243,-6.07773,-6.50539,-2.89884,-5.08203,-0.781826,-1.29337,-4.64439,-2.88145,-7.81885,-6.36811,-2.85514,-7.93499,-1.65551,-6.7683,-4.87953,-4.7,-5.04735,-3.04571,-5.83131,-5.56269,-5.91634,-1.76038,-1.5307,-5.80672,-4.05767,-1.28855,-2.14958,-4.94084,-4.52086,-2.94217,-1.88496,-2.09033,-5.06155,-3.59524
220,-2.54116,-8.45594,-4.70312,-5.75085,-3.73696,-6.66188,-2.70834,-0.369437,-6.45765,-2.58172,-3.39147,-4.11393,-1.68751,-4.77005,-4.04826,-4.27256,-3.43729,-2.1195,-3.88877,-2.51956,-1.34242,-5.88654,-3.10225,-8.32163,-1.14299,-7.58661,-2.19311,-3.21089,-4.2892,-5.4266,-0.499943,-5.93682,-3.8731,-2.04831,-7.02,-5.37553,-1.20879,-6.72434,-1.76848,-8.67435,-5.47326,-6.52854,-2.06097,-4.10069,-1.41449,-4.75324,-5.55539,-2.94726,-5.91524,-6.2497,-6.56939,-2.79752,-5.18783,-0.538865,-1.32671,-4.70516,-2.84235,-7.98063,-6.49389,-2.73703,-8.03742,-1.46758,-6.85744,-4.87021,-4.7025,-5.03122,-2.93967,-5.86322,-5.5899,-6.02952,-1.66113,-1.50634,-5.86233,-3.93393,-1.16082,-2.03228,-4.92158,-4.5122,-2.86074,-1.80519,-1.99537,-5.01303,-3.56655
221,-2.52302,-8.56715,-4.68017,-5.76988,-3.66495,-6.77798,-2.58073,-0.249203,-6.43141,-2.47455,-3.21544,-4.2416,-1.53396,-4.52116,-4.05701,-4.23293,-3.38932,-1.99164,-3.83741,-2.40394,-1.29981,-5.88791,-2.99418,-8.30059,-0.987134,-7.60996,-2.10017,-3.13645,-4.31461,-5.42454,-0.450536,-5.89637,-4.04209,-2.01157,-7.19,-5.3696,-1.25487,-6.81171,-1.56007,-8.68563,-5.5162,-6.52612,-2.14251,-3.95699,-1.41533,-4.65837,-5.60855,-2.93003,-5.95275,-6.41697,-6.56977,-2.71512,-5.20939,-0.367937,-1.36496,-4.70654,-2.7942,-8.07831,-6.56769,-2.60763,-8.15078,-1.28739,-6.85492,-4.82611,-4.66694,-5.00137,-2.81143,-5.887,-5.57531,-6.114,-1.53391,-1.47762,-5.87503,-3.7517,-0.967313,-1.86129,-4.90805,-4.48925,-2.74539,-1.73693,-1.87924,-4.99325,-3.52102
222,-2.46413,-8.66047,-4.58521,-5.75632,-3.57849,-6.79729,-2.46158,-0.16843,-6.39734,-2.31446,-3.02036,-4.32782,-1.36431,-4.31771,-4.09163,-4.11518,-3.34877,-1.86337,-3.7671,-2.27781,-1.2419,-5.83494,-2.8227,-8.203,-0.832358,-7.56479,-1.93716,-3.07861,-4.35164,-5.35688,-0.403605,-5.84025,-4.15072,-1.96376,-7.3,-5.23301,-1.2928,-6.93766,-1.34637,-8.66856,-5.48735,-6.49304,-2.21006,-3.69868,-1.43154,-4.58348,-5.59765,-2.8935,-5.95249,-6.58064,-6.51439,-2.64068,-5.20718,-0.213998,-1.39747,-4.72425,-2.75287,-8.07427,-6.62234,-2.43511,-8.2006,-1.11957,-6.79271,-4.7655,-4.63088,-4.93217,-2.68007,-5.75085,-5.49863,-6.15374,-1.38816,-1.40963,-5.91407,-3.53267,-0.837589,-1.70757,-4.84141,-4.44378,-2.57742,-1.6255,-1.78799,-4.90232,-3.47366
223,-2.36928,-8.66252,-4.47855,-5.66497,-3.48614,-6.75004,-2.361,-0.101714,-6.34104,-2.09024,-2.85065,-4.43551,-1.21372,-4.04903,-4.0604,-3.98463,-3.31281,-1.6975,-3.69473,-2.16271,-1.16252,-5.72994,-2.60409,-8.03236,-0.652891,-7.44122,-1.78157,-3.01362,-4.36423,-5.24703,-0.348238,-5.75495,-4.21061,-1.8749,-7.36,-5.10861,-1.30018,-6.97785,-1.15506,-8.537,-5.48559,-6.39426,-2.25393,-3.4487,-1.48037,-4.46124,-5.55209,-2.84523,-5.88777,-6.68839,-6.36658,-2.5924,-5.10059,-0.0770437,-1.47011,-4.71337,-2.68328,-8.03551,-6.70217,-2.26382,-8.24398,-0.972358,-6.6729,-4.64634,-4.57676,-4.85567,-2.55034,-5.64473,-5.38187,-6.11864,-1.23072,-1.39486,-5.86481,-3.31373,-0.748255,-1.59165,-4.72636,-4.34668,-2.37101,-1.50882,-1.71004,-4.77995,-3.4111
224,-2.23856,-8.5782,-4.37867,-5.56606,-3.38189,-6.73291,-2.22591,-0.0533569,-6.24404,-1.9213,-2.64736,-4.47673,-1.08421,-3.73599,-4.0263,-3.77348,-3.23074,-1.50136,-3.61709,-2.03236,-1.07627,-5.49983,-2.30641,-7.79071,-0.454412,-7.22924,-1.56071,-2.98825,-4.30966,-5.10789,-0.303016,-5.62256,-4.19115,-1.75749,-7.34,-5.02109,-1.31022,-6.80376,-0.933686,-8.32863,-5.40928,-6.15315,-2.25048,-3.22564,-1.5254,-4.27072,-5.43257,-2.77767,-5.78058,-6.6954,-6.16074,-2.51387,-5.01355,0.024971,-1.49437,-4.7296,-2.60612,-7.8912,-6.66877,-2.09839,-8.13457,-0.84953,-6.52862,-4.46721,-4.5167,-4.73678,-2.36793,-5.54129,-5.18188,-6.02226,-1.07287,-1.37311,-5.77539,-3.04747,-0.690787,-1.4736,-4.57809,-4.23644,-2.16366,-1.33642,-1.65591,-4.63435,-3.336
225,-2.11181,-8.37717,-4.24295,-5.42042,-3.27965,-6.7427,-2.09424,-0.0173439,-6.08133,-1.73037,-2.43205,-4.38158,-0.981398,-3.40865,-3.92636,-3.54296,-3.2057,-1.34356,-3.48139,-1.88765,-0.992937,-5.25066,-1.98177,-7.48502,-0.262174,-6.91634,-1.34773,-2.97412,-4.18359,-4.93073,-0.25548,-5.41085,-4.10365,-1.61046,-7.19,-4.82886,-1.31754,-6.45185,-0.700219,-8.11225,-5.26519,-5.78942,-2.19552,-3.00682,-1.56321,-4.04144,-5.26557,-2.68664,-5.6077,-6.57068,-5.92897,-2.41548,-4.84363,0.137509,-1.49323,-4.71919,-2.54076,-7.66687,-6.58043,-1.94656,-7.97115,-0.761396,-6.30831,-4.23629,-4.36329,-4.54847,-2.18572,-5.39209,-4.97409,-5.84969,-0.908268,-1.31558,-5.56118,-2.79966,-0.666238,-1.31171,-4.36282,-4.10534,-1.93656,-1.13161,-1.61467,-4.4204,-3.23104
226,-1.94671,-8.05441,-4.03387,-5.2335,-3.16905,-6.50723,-1.9222,0.0187287,-5.82306,-1.5262,-2.24226,-4.28169,-0.878636,-3.02491,-3.77417,-3.27203,-3.1131,-1.17639,-3.28458,-1.73817,-0.901689,-4.90916,-1.67706,-7.08334,-0.0849315,-6.55029,-1.15628,-2.91131,-4.03269,-4.69506,-0.209747,-5.15078,-3.96695,-1.45129,-6.98,-4.58037,-1.33255,-6.27781,-0.475769,-7.72007,-5.04659,-5.40053,-2.09542,-2.82616,-1.58217,-3.79107,-4.9866,-2.58138,-5.37946,-6.39048,-5.59727,-2.28559,-4.62073,0.241545,-1.4757,-4.61867,-2.40906,-7.34638,-6.41742,-1.80002,-7.76755,-0.686076,-6.0183,-3.95638,-4.12429,-4.28639,-2.01689,-5.21333,-4.72508,-5.63346,-0.736453,-1.26066,-5.2227,-2.56751,-0.596089,-1.205,-4.13457,-3.93064,-1.7222,-0.938676,-1.58584,-4.17641,-3.12179
227,-1.75506,-7.63925,-3.84102,-4.97665,-3.03915,-6.15648,-1.76873,0.0750314,-5.50881,-1.29861,-2.04456,-4.1044,-0.796905,-2.56476,-3.57911,-3.10159,-2.87251,-0.992107,-3.06603,-1.59968,-0.804634,-4.5471,-1.44153,-6.61845,0.0695962,-6.09481,-0.938539,-2.82361,-3.75782,-4.40082,-0.176692,-4.85342,-3.78341,-1.3096,-6.73,-4.31708,-1.33021,-5.95599,-0.226339,-7.26133,-4.76328,-5.0259,-1.95231,-2.61604,-1.57333,-3.49741,-4.64804,-2.43588,-5.11604,-6.17284,-5.21994,-2.12273,-4.34735,0.328107,-1.42542,-4.46809,-2.24368,-6.97442,-6.15309,-1.65442,-7.50617,-0.630437,-5.65416,-3.64318,-3.88854,-3.98774,-1.82491,-4.94049,-4.40186,-5.39579,-0.572469,-1.22667,-4.8341,-2.35938,-0.52279,-1.04379,-3.93748,-3.72299,-1.50617,-0.7333,-1.58081,-3.92292,-3.00936
228,-1.53942,-7.18711,-3.56889,-4.62796,-2.88943,-5.73964,-1.60856,0.0958152,-5.14586,-1.07468,-1.84679,-3.86491,-0.731756,-2.18319,-3.37465,-2.85804,-2.7081,-0.833452,-2.81911,-1.49169,-0.704807,-4.15604,-1.22774,-6.1027,0.17876,-5.59007,-0.770467,-2.70582,-3.44273,-4.06357,-0.149613,-4.48812,-3.53292,-1.13329,-6.38,-3.98547,-1.30466,-5.64276,-3.79E-05,-6.77218,-4.4388,-4.6513,-1.77129,-2.3646,-1.54496,-3.26547,-4.21048,-2.27953,-4.80968,-5.86453,-4.84194,-1.9406,-4.06576,0.392454,-1.36452,-4.23814,-2.10217,-6.51179,-5.91808,-1.48629,-7.09625,-0.636395,-5.28005,-3.30348,-3.61365,-3.6261,-1.63762,-4.54889,-3.98375,-5.10816,-0.414902,-1.14818,-4.39914,-2.15073,-0.411355,-0.878218,-3.64939,-3.48532,-1.29625,-0.540636,-1.61318,-3.65171,-2.89527
229,-1.29937,-6.6505,-3.30845,-4.20962,-2.71096,-5.22991,-1.49052,0.101849,-4.75008,-0.820255,-1.67773,-3.63333,-0.678339,-1.86016,-3.12615,-2.60098,-2.48818,-0.664076,-2.57054,-1.40437,-0.607834,-3.78392,-1.0294,-5.52765,0.263177,-5.05769,-0.620451,-2.61644,-3.08253,-3.67867,-0.131035,-4.0832,-3.2491,-0.981243,-5.95,-3.67977,-1.25437,-5.15395,0.157841,-6.16229,-4.11297,-4.2603,-1.5933,-2.17697,-1.54142,-2.99053,-3.77421,-2.07878,-4.45342,-5.45664,-4.46639,-1.77393,-3.70192,0.425626,-1.32247,-3.9643,-1.98814,-6.03244,-5.61272,-1.32627,-6.5978,-0.66394,-4.84137,-2.93949,-3.30967,-3.29301,-1.50148,-4.2091,-3.63604,-4.76933,-0.288415,-1.07142,-3.88238,-1.98615,-0.295729,-0.728171,-3.33933,-3.23352,-1.07718,-0.362926,-1.66473,-3.32041,-2.77816
230,-1.1204,-6.01971,-3.03627,-3.78046,-2.50722,-4.7522,-1.38093,0.0936522,-4.37594,-0.62082,-1.49792,-3.36983,-0.631397,-1.59352,-2.87354,-2.3332,-2.21319,-0.51665,-2.29953,-1.30924,-0.530835,-3.39731,-0.847509,-4.94447,0.337272,-4.48419,-0.438591,-2.47668,-2.71155,-3.27269,-0.114224,-3.67315,-2.92339,-0.852755,-5.39,-3.35109,-1.18919,-4.58166,0.279209,-5.57633,-3.74152,-3.85292,-1.3981,-2.00609,-1.53039,-2.68864,-3.32359,-1.86634,-4.065,-4.98535,-4.07368,-1.61445,-3.38193,0.405476,-1.18878,-3.66983,-1.87816,-5.46095,-5.20383,-1.17203,-5.99502,-0.681599,-4.31686,-2.57521,-2.97911,-2.96627,-1.33299,-3.94684,-3.20725,-4.37267,-0.198861,-1.01037,-3.36157,-1.82829,-0.245857,-0.600877,-2.99041,-2.96862,-0.861424,-0.193122,-1.667,-3.0015,-2.62399
231,-0.957832,-5.3372,-2.69414,-3.35758,-2.27544,-4.23384,-1.26885,0.0876923,-3.97509,-0.446846,-1.34252,-3.007,-0.577219,-1.39551,-2.58981,-2.06459,-2.00132,-0.376644,-2.0295,-1.16473,-0.471798,-3.06303,-0.686132,-4.36476,0.370167,-3.88445,-0.266684,-2.31092,-2.31213,-2.87271,-0.101442,-3.24563,-2.6112,-0.730689,-4.77,-3.08421,-1.10147,-3.92379,0.410083,-5.02311,-3.36684,-3.41381,-1.17894,-1.78361,-1.4557,-2.34588,-2.92241,-1.61877,-3.64466,-4.4995,-3.69045,-1.44551,-2.97854,0.394836,-1.06168,-3.326,-1.73916,-4.82662,-4.72256,-1.01393,-5.3997,-0.634821,-3.73575,-2.22213,-2.58739,-2.63936,-1.2312,-3.65926,-2.88603,-3.91936,-0.141752,-0.972009,-2.8361,-1.69553,-0.261696,-0.498111,-2.61783,-2.65456,-0.684221,-0.0726452,-1.58147,-2.69359,-2.41857
232,-0.784321,-4.62625,-2.30867,-2.98907,-2.01277,-3.62912,-1.15259,0.103184,-3.50772,-0.325876,-1.22665,-2.6356,-0.526289,-1.22708,-2.29611,-1.70425,-1.79965,-0.231242,-1.76432,-1.0165,-0.407757,-2.76188,-0.574263,-3.79598,0.373714,-3.30257,-0.141777,-2.06812,-1.99765,-2.52897,-0.0823159,-2.84922,-2.28877,-0.629683,-4.16,-2.7591,-0.980902,-3.53157,0.477032,-4.40266,-2.96194,-3.11703,-0.980122,-1.60399,-1.32796,-2.00413,-2.57591,-1.34193,-3.22158,-4.04781,-3.29402,-1.33288,-2.59947,0.329331,-0.928105,-2.9514,-1.54497,-4.15028,-4.24351,-0.89584,-4.80769,-0.541119,-3.30557,-1.91008,-2.23818,-2.31947,-1.1356,-3.38973,-2.45992,-3.45308,-0.103686,-0.897853,-2.42159,-1.54554,-0.326254,-0.436859,-2.27594,-2.32801,-0.524707,-0.00733454,-1.36695,-2.36664,-2.13617
233,-0.669167,-3.95225,-1.92193,-2.6368,-1.75712,-3.16059,-1.08514,0.131454,-2.99534,-0.230108,-1.15592,-2.20804,-0.47699,-1.05284,-2.00417,-1.48753,-1.53786,-0.115539,-1.52429,-0.839343,-0.356496,-2.47149,-0.447961,-3.23918,0.343298,-2.74948,-0.0395402,-1.8126,-1.66519,-2.21185,-0.055738,-2.48127,-2.00807,-0.535098,-3.6,-2.49086,-0.825992,-3.01306,0.490582,-3.83764,-2.55133,-2.80386,-0.807518,-1.35858,-1.14702,-1.70468,-2.22434,-1.12635,-2.81746,-3.60036,-2.87649,-1.1907,-2.32507,0.252779,-0.801129,-2.66462,-1.31614,-3.50806,-3.69788,-0.799541,-4.28833,-0.403832,-2.85913,-1.62736,-1.97298,-2.01941,-1.02101,-3.01891,-2.15455,-2.99519,-0.084885,-0.842895,-2.10477,-1.38946,-0.413023,-0.379294,-1.97931,-2.00583,-0.373184,0.10117,-1.08009,-2.04113,-1.82288
234,-0.525084,-3.36058,-1.67128,-2.29662,-1.51891,-2.69877,-0.99501,0.140455,-2.5194,-0.199577,-1.03391,-1.87347,-0.438599,-0.891661,-1.71107,-1.35601,-1.41182,-0.0121535,-1.30574,-0.694059,-0.300759,-2.13182,-0.333608,-2.74041,0.297455,-2.25014,0.00132985,-1.57382,-1.34849,-1.92391,-0.0319209,-2.13225,-1.74079,-0.43837,-3.07,-2.21337,-0.668937,-2.51177,0.484229,-3.31899,-2.20417,-2.49291,-0.667016,-1.10993,-0.924634,-1.48723,-1.91466,-0.939325,-2.42814,-3.1286,-2.47722,-1.05128,-2.04655,0.155695,-0.703644,-2.3104,-1.11143,-2.92532,-3.22906,-0.690349,-3.70942,-0.285209,-2.52445,-1.37741,-1.7227,-1.70944,-0.930947,-2.62872,-1.86437,-2.56196,-0.0684388,-0.704119,-1.77966,-1.20949,-0.420344,-0.345923,-1.68604,-1.71349,-0.253556,0.181743,-0.805167,-1.74713,-1.51906
235,-0.420146,-2.82464,-1.48662,-2.02833,-1.30902,-2.31142,-0.936014,0.135383,-2.14081,-0.179501,-0.93477,-1.64119,-0.391761,-0.768759,-1.45909,-1.21099,-1.27348,0.00427647,-1.11263,-0.601385,-0.242756,-1.83719,-0.259475,-2.26662,0.246995,-1.81976,0.069814,-1.36546,-1.08672,-1.64408,-0.0119249,-1.80695,-1.49752,-0.354493,-2.61,-1.93492,-0.532448,-2.0962,0.402071,-2.79344,-1.85746,-2.13381,-0.578817,-0.908003,-0.743133,-1.2567,-1.64812,-0.797593,-2.0653,-2.68101,-2.11334,-0.903436,-1.76818,0.0918673,-0.61193,-1.93858,-0.968061,-2.49887,-2.76357,-0.606719,-3.15132,-0.20323,-2.16892,-1.1492,-1.48,-1.44943,-0.785599,-2.2761,-1.59574,-2.1699,-0.0536422,-0.55747,-1.51399,-1.06518,-0.367324,-0.276747,-1.45845,-1.45587,-0.160233,0.223637,-0.594869,-1.4532,-1.24831
236,-0.350154,-2.32059,-1.2393,-1.78431,-1.13316,-2.11191,-0.874514,0.115283,-1.8364,-0.150794,-0.826803,-1.47413,-0.344138,-0.650399,-1.22297,-1.08701,-1.083,-0.0304407,-0.944271,-0.504799,-0.205082,-1.53589,-0.16407,-1.84985,0.220726,-1.46264,0.0757367,-1.1287,-0.911289,-1.38442,-0.00490865,-1.52979,-1.26392,-0.294527,-2.19,-1.68047,-0.39526,-1.69996,0.309186,-2.35607,-1.55493,-1.71126,-0.499081,-0.672423,-0.590996,-1.09871,-1.4088,-0.699468,-1.7359,-2.25337,-1.77644,-0.77444,-1.51833,0.0607485,-0.504719,-1.61828,-0.866863,-2.10257,-2.34879,-0.499334,-2.66204,-0.158656,-1.79853,-0.958071,-1.26512,-1.23335,-0.61633,-1.98882,-1.33907,-1.80411,-0.0374445,-0.433512,-1.25512,-0.933711,-0.330201,-0.212152,-1.24355,-1.23975,-0.0486218,0.271189,-0.450739,-1.21398,-1.00825
237,-0.268209,-1.89511,-1.07888,-1.53039,-0.980102,-1.70782,-0.763447,0.111404,-1.56513,-0.114619,-0.730149,-1.23137,-0.298552,-0.585415,-1.05264,-0.931354,-0.898141,-0.060002,-0.803348,-0.42117,-0.175251,-1.3077,-0.0924606,-1.4824,0.212979,-1.1576,0.0956796,-0.948408,-0.70014,-1.15305,-0.00908882,-1.27076,-1.06919,-0.258834,-1.82,-1.4568,-0.287925,-1.37657,0.236927,-1.99736,-1.27439,-1.32813,-0.426119,-0.558962,-0.457523,-0.924826,-1.16868,-0.612257,-1.43443,-1.84989,-1.50245,-0.639042,-1.25957,0.0623158,-0.413902,-1.29814,-0.796898,-1.7318,-1.95877,-0.394301,-2.1926,-0.140999,-1.45535,-0.771225,-1.06083,-1.02473,-0.496164,-1.66218,-1.12004,-1.45828,-0.0334494,-0.365425,-0.997687,-0.815626,-0.322722,-0.183865,-1.0595,-1.01766,0.00254692,0.25019,-0.366027,-1.04994,-0.818899
238,-0.196635,-1.52471,-0.836416,-1.29588,-0.839897,-1.14351,-0.678459,0.0985309,-1.27587,-0.0543759,-0.630683,-1.00134,-0.258218,-0.530492,-0.91579,-0.700505,-0.776516,-0.058613,-0.677524,-0.345194,-0.147102,-1.13521,-0.107704,-1.18366,0.205749,-0.920367,0.104135,-0.772305,-0.560312,-0.964591,-0.0187298,-1.054,-0.872673,-0.235635,-1.49,-1.20546,-0.208632,-1.13885,0.190246,-1.58468,-1.01323,-1.14641,-0.372136,-0.477451,-0.36128,-0.770057,-1.00157,-0.528423,-1.19276,-1.5101,-1.2778,-0.553373,-0.992596,0.0728396,-0.319039,-1.04371,-0.698731,-1.47871,-1.63588,-0.320049,-1.78783,-0.157379,-1.22098,-0.617745,-0.859029,-0.841325,-0.344466,-1.35027,-0.832681,-1.14842,-0.00999451,-0.342738,-0.819829,-0.705916,-0.30361,-0.163635,-0.897216,-0.835093,0.0248225,0.197858,-0.313644,-0.851794,-0.648726
239,-0.1413,-1.16197,-0.651343,-1.11646,-0.716626,-0.979361,-0.585097,0.0830171,-0.9778,-0.0197851,-0.543015,-0.698017,-0.229174,-0.530875,-0.811242,-0.613542,-0.653722,-0.0309169,-0.582066,-0.2886,-0.115628,-0.95087,-0.0868899,-0.920564,0.191322,-0.720854,0.0854063,-0.612758,-0.430527,-0.800712,-0.0199611,-0.862512,-0.708409,-0.214933,-1.19,-1.03363,-0.153278,-0.926849,0.165035,-1.26767,-0.803761,-0.919835,-0.316911,-0.430336,-0.276791,-0.624059,-0.834952,-0.457172,-0.965861,-1.22422,-1.06237,-0.435258,-0.761378,0.0670294,-0.270776,-0.789883,-0.597905,-1.14587,-1.32925,-0.271537,-1.50536,-0.150259,-0.91473,-0.488981,-0.685956,-0.691768,-0.259646,-1.08132,-0.685042,-0.891981,0.0087616,-0.34712,-0.674637,-0.601242,-0.315177,-0.154636,-0.719661,-0.69495,0.03522,0.174476,-0.264729,-0.678278,-0.500016
240,-0.0768922,-0.871816,-0.537583,-0.891667,-0.601289,-0.604588,-0.487559,0.0784751,-0.723549,0.00451122,-0.401532,-0.424795,-0.198937,-0.484398,-0.704348,-0.538876,-0.588016,0.0106787,-0.468129,-0.246527,-0.0902449,-0.738839,-0.099312,-0.706602,0.188723,-0.551838,0.0348588,-0.471683,-0.312426,-0.656734,-0.0187572,-0.687845,-0.574549,-0.205297,-0.948,-0.869032,-0.122053,-0.704181,0.167749,-1.02226,-0.641286,-0.694363,-0.275598,-0.380721,-0.209111,-0.489052,-0.726283,-0.388455,-0.773443,-0.986988,-0.883997,-0.327605,-0.611219,0.0575354,-0.204569,-0.533493,-0.517858,-0.889179,-1.07577,-0.237386,-1.21993,-0.123247,-0.727241,-0.374601,-0.548854,-0.557547,-0.216926,-0.852059,-0.57723,-0.696038,0.0162596,-0.347136,-0.479797,-0.502708,-0.283386,-0.184232,-0.567431,-0.552505,0.0497145,0.141696,-0.217743,-0.519824,-0.373525
241,-0.0573456,-0.656444,-0.441358,-0.741789,-0.492833,-0.351199,-0.414411,0.0512665,-0.534185,-0.00452542,-0.302078,-0.364005,-0.174346,-0.436964,-0.577489,-0.418893,-0.560396,-0.0204007,-0.394505,-0.206867,-0.0630613,-0.577205,-0.119015,-0.541666,0.17122,-0.40242,0.0424811,-0.384811,-0.241792,-0.518329,-0.0156186,-0.554027,-0.462077,-0.183167,-0.77,-0.652114,-0.105409,-0.594979,0.103,-0.801861,-0.508371,-0.416385,-0.23178,-0.346408,-0.171326,-0.364928,-0.604954,-0.322269,-0.60814,-0.761453,-0.732448,-0.230197,-0.492229,0.0564696,-0.135125,-0.336828,-0.443394,-0.716273,-0.848277,-0.221762,-0.985806,-0.0881031,-0.570816,-0.273611,-0.466627,-0.440132,-0.143375,-0.737074,-0.391883,-0.552741,0.0232857,-0.336673,-0.400953,-0.419221,-0.232579,-0.166092,-0.479814,-0.457452,0.0400375,0.0986247,-0.177696,-0.418743,-0.286508
242,-0.0512797,-0.491512,-0.307368,-0.624065,-0.397441,-0.431198,-0.334566,0.0394959,-0.376479,0.0129955,-0.224236,-0.284046,-0.160628,-0.390348,-0.451811,-0.362896,-0.522105,-0.0784997,-0.328559,-0.139029,-0.034748,-0.387603,-0.0894173,-0.405269,0.152694,-0.282045,0.0509448,-0.296123,-0.229026,-0.399656,-0.0139483,-0.434272,-0.377707,-0.164606,-0.612,-0.475223,-0.0671112,-0.42373,0.0572211,-0.618469,-0.425723,-0.1242,-0.189243,-0.162833,-0.144346,-0.294517,-0.493003,-0.26782,-0.475997,-0.561336,-0.589846,-0.187575,-0.368424,0.0711968,-0.0910157,-0.231344,-0.35742,-0.528093,-0.643646,-0.178878,-0.796958,-0.0568132,-0.394736,-0.198104,-0.418219,-0.373837,-0.0857986,-0.672021,-0.330499,-0.428477,0.0214065,-0.245857,-0.314391,-0.335752,-0.211389,-0.109104,-0.427521,-0.372142,0.0574534,0.07206,-0.145532,-0.33816,-0.221626
243,-0.0820713,-0.401674,-0.230874,-0.467646,-0.321772,-0.255073,-0.253065,0.0517813,-0.25599,5.89E-05,-0.179485,-0.151969,-0.149331,-0.346186,-0.371353,-0.319772,-0.458675,-0.104011,-0.260124,-0.0993145,-0.0295583,-0.290467,-0.0357943,-0.28237,0.147019,-0.183977,0.0818687,-0.217313,-0.151334,-0.316346,-0.0145811,-0.350021,-0.316042,-0.138906,-0.488,-0.359119,-0.0382797,-0.329543,0.0345275,-0.468576,-0.340147,0.0968397,-0.157659,-0.0683863,-0.122208,-0.231044,-0.369458,-0.221756,-0.380245,-0.448157,-0.490966,-0.133425,-0.263246,0.076444,-0.0191785,-0.227418,-0.323607,-0.341532,-0.485737,-0.157622,-0.605279,-0.0362666,-0.384742,-0.109883,-0.318065,-0.275014,-0.028707,-0.554809,-0.249248,-0.29925,0.0071144,-0.180362,-0.217962,-0.277326,-0.220853,-0.100745,-0.35119,-0.290672,0.055684,0.0852812,-0.116076,-0.276704,-0.167327
244,-0.101029,-0.30464,-0.0983073,-0.352601,-0.257337,-0.1529,-0.191738,0.0622632,-0.154933,0.0170853,-0.135157,-0.189624,-0.118332,-0.291602,-0.336114,-0.255916,-0.360791,-0.111398,-0.210025,-0.0794854,-0.0198229,-0.175148,-0.0521128,-0.195464,0.134667,-0.125002,0.0542908,-0.141221,-0.139718,-0.245359,-0.0196385,-0.297472,-0.270647,-0.106065,-0.387,-0.253817,-0.0381116,-0.310262,0.0204359,-0.310959,-0.25006,0.196409,-0.121464,-0.0210473,-0.110606,-0.211644,-0.287973,-0.208336,-0.306442,-0.397757,-0.375315,-0.112276,-0.150508,0.0801105,-0.0101991,-0.199509,-0.315623,-0.301567,-0.364589,-0.129294,-0.427539,-0.0351311,-0.36192,-0.0571965,-0.185221,-0.209422,0.0244154,-0.517726,-0.220963,-0.194869,-0.00529804,-0.127963,-0.201717,-0.215022,-0.196506,-0.118467,-0.307052,-0.204735,0.0515738,0.0864832,-0.0969232,-0.209805,-0.146516
245,-0.0600544,-0.210834,-0.0660033,-0.251269,-0.21052,-0.26898,-0.143022,0.063869,-0.0406602,0.0299215,-0.102684,-0.12048,-0.0969972,-0.285288,-0.310272,-0.22981,-0.253465,-0.0774857,-0.160721,-0.055981,-0.0223195,-0.0833797,-0.0568141,-0.121298,0.120264,-0.0942093,-0.0228188,-0.0795122,-0.13361,-0.195904,-0.0134786,-0.24517,-0.218242,-0.0810779,-0.298,-0.244174,-0.0453618,-0.263167,0.0642134,-0.26074,-0.1909,0.260956,-0.0924311,0.00817105,-0.0919768,-0.181147,-0.233913,-0.194919,-0.226449,-0.382353,-0.286833,-0.0770571,-0.0638532,0.0895618,-0.0224331,-0.070644,-0.281637,-0.225575,-0.278002,-0.10854,-0.328981,-0.0459442,-0.29985,-0.0380347,-0.111465,-0.151222,0.0236833,-0.458268,-0.206638,-0.139223,0.0122618,-0.08604,-0.177768,-0.171635,-0.193294,-0.125016,-0.214037,-0.149753,0.0411732,0.0909094,-0.0796943,-0.157931,-0.119494
